especie_validada,longitud_caparazon_mm,longitud_rostro_mm,longitud_quela_mm,ancho_quela_mm,pleon_plegado,presencia_setas,ornamentacion_caparazon,forma_quela,notas,info_detallada,link_especie
Petrolisthes armatus,7.85,1.98,9.71,2.85,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.74,1.88,10.02,2.88,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.09,1.84,10.17,3.13,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.2,2.04,10.61,2.82,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.67,2.04,9.65,2.99,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.22,2.01,10.27,2.86,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.07,1.86,9.94,2.86,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.71,2.12,10.55,3.09,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.56,1.97,10.61,3.02,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.93,2.04,10.1,2.95,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.05,1.98,10.35,3.14,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.69,1.87,9.08,3.08,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.56,1.78,10.19,3.37,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.0,2.08,10.04,2.99,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.37,1.97,10.13,3.05,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.73,2.1,9.91,2.89,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.21,1.91,10.01,3.0,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.43,2.05,9.99,3.12,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.56,2.06,10.01,2.8,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.57,1.97,9.7,2.97,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.02,2.05,9.96,3.07,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.03,1.8,9.53,2.98,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.52,2.06,10.77,3.18,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.91,2.15,10.07,2.95,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.75,1.97,9.81,3.03,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.06,2.0,10.22,3.18,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.38,1.85,8.72,3.14,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.45,1.98,9.41,2.73,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.22,2.08,9.71,2.61,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.78,2.04,9.26,3.03,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.99,2.06,10.06,2.85,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.48,1.98,9.99,2.86,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.82,1.91,9.91,3.26,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.45,1.84,10.74,2.97,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.73,2.1,9.7,3.27,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.27,1.95,11.08,2.91,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.3,2.03,10.65,3.23,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.01,1.92,10.23,2.9,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.81,2.01,9.82,3.03,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.46,1.9,10.6,2.9,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes tonsorius,4.26,1.23,5.83,2.07,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.72,1.15,5.11,2.15,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.43,1.18,5.87,2.06,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.6,1.33,5.32,2.09,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.51,1.22,5.92,2.05,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.62,1.26,5.4,1.92,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.26,1.08,6.07,1.89,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.45,1.18,5.58,2.08,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.69,1.17,5.45,2.03,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.44,1.3,5.64,2.07,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.65,1.27,5.55,1.87,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.59,1.16,5.35,2.06,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.78,1.2,5.58,2.17,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.55,1.36,5.66,1.82,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.67,1.22,5.85,2.07,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.47,1.13,5.44,1.91,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.37,1.24,5.96,2.04,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.23,1.23,5.83,1.94,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.47,1.2,5.28,2.06,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.47,1.23,5.26,1.96,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.66,1.18,5.97,1.96,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.55,1.26,5.11,1.82,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.16,1.28,5.35,2.26,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.37,1.21,5.92,2.2,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.96,1.27,5.78,2.06,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.68,1.17,5.27,2.0,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.46,1.17,5.69,2.1,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.52,1.29,5.19,1.98,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.34,1.09,5.48,1.99,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.84,1.24,5.22,2.19,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.77,1.23,5.44,1.9,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.42,1.27,6.02,2.15,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.39,1.13,5.54,1.82,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.57,1.19,5.37,1.84,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.62,1.17,5.18,1.71,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.49,1.31,5.96,1.95,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.36,1.23,5.23,2.03,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.67,1.27,5.47,1.98,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.3,1.15,5.44,2.04,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.71,1.15,5.91,1.97,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.5,1.16,4.83,2.09,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.67,1.18,5.52,2.05,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.15,1.17,5.72,1.87,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.57,1.12,5.63,2.0,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.14,1.27,5.3,1.92,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.55,1.27,5.22,2.01,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.6,1.24,5.55,1.96,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.31,1.21,5.21,1.71,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.6,1.25,4.85,1.9,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tonsorius,4.64,1.32,5.51,1.93,1,0,lisa,robusta,"Intermareal, pequeño, marrón/azulado, Vzla+PI",Habita bajo rocas intermareales en áreas con fuerte movimiento de agua.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=431835
Petrolisthes tridentatus,7.93,2.14,8.71,2.88,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.81,1.9,9.06,3.24,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.13,1.97,8.87,2.77,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.35,1.99,8.92,3.48,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.12,1.92,8.81,3.17,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.05,1.86,9.41,2.9,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.75,2.11,8.8,3.19,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.03,2.09,9.22,2.87,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.74,2.1,8.85,2.94,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.62,2.04,9.93,2.84,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.01,2.14,8.96,3.07,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.58,2.04,8.92,3.15,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
